Type,Employee ID,Full Name,JobTitle,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
Production,E02395,Jackson Sandoval,HRISAnalyst,Human Resources,Corporate,Male,Latino,61,1/26/2011,"$73,323 ",0%,United States,Austin,
Production,E02396,Olivia Turner,Director,Marketing,Specialty Products,Female,Caucasian,29,01/07/2021,"$151,492 ",21%,United States,Columbus,
Production,E02397,Cooper Rivera,Sr.Manager,Finance,Corporate,Male,Latino,42,12/26/2005,"$138,215 ",12%,Brazil,Manaus,
Production,E02398,Hailey Washington,Sr.Manager,Finance,Specialty Products,Female,Black,51,07/03/2013,"$135,578 ",10%,United States,Miami,07/06/2018
Production,E02399,Mia Vasquez,TestEngineer,Engineering,Research & Development,Female,Latino,27,12/02/2019,"$64,297 ",0%,Brazil,Manaus,
Production,E02400,Jose Grant,DevelopmentEngineer,Engineering,Corporate,Male,Caucasian,52,6/28/2021,"$94,857 ",0%,United States,Miami,02/12/2023
Production,E02401,Nathan Yee,DevelopmentEngineer,Engineering,Research & Development,Male,Asian,58,10/24/2009,"$77,196 ",0%,United States,Austin,
Production,E02402,Isabella Munoz,Director,Sales,Research & Development,Female,Latino,45,12/25/2002,"$193,154 ",18%,Brazil,Sao Paulo,
Production,E02403,Michael Turner,Manager,Human Resources,Specialty Products,Male,Black,28,12/29/2019,"$115,916 ",9%,United States,Chicago,
Production,E02404,Oliver Jones,VicePresident,Accounting,Manufacturing,Male,Caucasian,56,3/20/2016,"$192,374 ",30%,United States,Chicago,
Production,E02405,Charles Taylor,Director,Human Resources,Specialty Products,Male,Caucasian,32,7/15/2019,"$186,869 ",16%,United States,Miami,
Production,E02406,Gianna Alvarez,BusinessPartner,Human Resources,Manufacturing,Female,Latino,58,05/11/1993,"$49,293 ",0%,United States,Columbus,
Production,E02407,Nova Martin,Manager,Human Resources,Research & Development,Female,Caucasian,39,4/13/2013,"$129,087 ",5%,United States,Seattle,
Production,E02408,Julia Gonzalez,Analyst,Finance,Research & Development,Female,Latino,46,2/15/2005,"$54,831 ",0%,Brazil,Sao Paulo,
Production,E02409,Athena Vu,Analyst,Marketing,Specialty Products,Female,Asian,26,11/28/2020,"$51,825 ",0%,United States,Phoenix,
Production,E02410,Caroline Bui,FieldEngineer,Engineering,Manufacturing,Female,Asian,36,9/15/2019,"$67,457 ",0%,China,Shanghai,
Production,E02411,Daniel Ali,CloudInfrastructureArchitect,IT,Corporate,Male,Asian,43,9/28/2019,"$94,555 ",0%,United States,Austin,
Production,E02412,Iris Huang,Director,Human Resources,Corporate,Female,Asian,45,3/28/2008,"$163,686 ",25%,China,Chengdu,
Production,E02413,Natalia Cheng,SystemsAnalyst,IT,Corporate,Female,Asian,65,7/29/2002,"$47,919 ",0%,China,Beijing,
Production,E02414,Owen Evans,EnterpriseArchitect,IT,Manufacturing,Male,Caucasian,34,5/28/2021,"$68,972 ",0%,United States,Austin,10/29/2022
Production,E02415,Angel Dixon,Analyst,Sales,Manufacturing,Male,Caucasian,52,04/01/2002,"$50,775 ",0%,United States,Seattle,
Production,E02416,Aubrey Guerrero,Sr.Manager,Marketing,Corporate,Female,Latino,39,02/12/2013,"$122,713 ",13%,Brazil,Sao Paulo,
Production,E02417,Ivy Do,AnalystII,Accounting,Corporate,Female,Asian,57,5/13/1993,"$57,230 ",0%,United States,Austin,
Production,E02418,Kai Gutierrez,Sr.Manager,Marketing,Specialty Products,Male,Latino,63,12/17/1997,"$148,794 ",10%,Brazil,Manaus,
Production,E02419,Caroline Ahmed,Sr.Manager,Marketing,Research & Development,Female,Asian,32,12/23/2016,"$155,884 ",13%,United States,Miami,
Production,E02420,Alice Sharma,AccountRepresentative,Sales,Research & Development,Female,Asian,51,10/05/2018,"$50,975 ",0%,China,Chengdu,
Production,E02421,Leo Simmons,Analyst,Accounting,Research & Development,Male,Black,38,12/13/2017,"$52,200 ",0%,United States,Phoenix,
Production,E02422,Asher Hong,Director,Finance,Research & Development,Male,Asian,53,4/17/2018,"$154,141 ",26%,China,Chongqing,
Production,E02423,Gianna Ramirez,FieldEngineer,Engineering,Specialty Products,Female,Latino,59,7/25/1993,"$69,245 ",0%,United States,Phoenix,
Production,E02424,Thomas Smith,FieldEngineer,Engineering,Specialty Products,Male,Caucasian,57,04/02/1999,"$78,212 ",0%,United States,Miami,09/05/2010
Production,E02425,Carter Hunter,Sr.Analyst,Accounting,Corporate,Male,Caucasian,41,10/07/2019,"$72,650 ",0%,United States,Austin,8/21/2020
Production,E02426,Charlotte Green,AutomationEngineer,Engineering,Research & Development,Female,Caucasian,33,11/10/2020,"$124,681 ",0%,United States,Phoenix,
Production,E02427,Lincoln Holmes,NetworkAdministrator,IT,Research & Development,Male,Black,35,8/21/2013,"$89,051 ",0%,United States,Chicago,
Production,E02428,Hudson Hu,AutomationEngineer,Engineering,Research & Development,Male,Asian,36,12/02/2019,"$121,049 ",0%,United States,Seattle,01/08/2023
Production,E02429,Noah Mitchell,NetworkEngineer,IT,Research & Development,Male,Caucasian,54,6/15/2007,"$70,519 ",0%,United States,Columbus,
Production,E02430,Liliana Choi,Manager,IT,Research & Development,Female,Asian,55,1/25/2007,"$106,302 ",8%,United States,Austin,
Production,E02431,Leonardo Cho,EngineeringManager,Engineering,Specialty Products,Male,Asian,38,8/25/2008,"$119,960 ",15%,United States,Columbus,
Production,E02432,Oliver Delgado,TestEngineer,Engineering,Research & Development,Male,Latino,45,2/22/2017,"$84,309 ",0%,Brazil,Manaus,
Production,E02433,Isabella Roberts,VicePresident,Engineering,Manufacturing,Female,Caucasian,53,8/20/2007,"$228,494 ",33%,United States,Austin,
Production,E02434,Luca Desai,Manager,Sales,Specialty Products,Male,Asian,45,5/23/2017,"$112,076 ",6%,China,Chengdu,
Production,E02435,William Juarez,TechnicalArchitect,IT,Specialty Products,Male,Latino,65,7/29/2016,"$88,533 ",0%,Brazil,Rio de Janeiro,
Production,E02436,Ryan Alvarez,HRISAnalyst,Human Resources,Research & Development,Male,Latino,62,11/29/2018,"$72,025 ",0%,Brazil,Manaus,
Production,E02437,Hudson Ha,FieldEngineer,Engineering,Manufacturing,Male,Asian,59,02/06/2004,"$67,947 ",0%,China,Shanghai,
Production,E02438,Hannah Brown,CloudInfrastructureArchitect,IT,Manufacturing,Female,Caucasian,42,07/12/2020,"$79,764 ",0%,United States,Austin,02/05/2021
Production,E02439,Hadley Le,CloudInfrastructureArchitect,IT,Research & Development,Female,Asian,33,3/18/2015,"$60,690 ",0%,China,Chongqing,
Production,E02440,Jaxson Shah,Analyst,Accounting,Corporate,Male,Asian,29,8/25/2018,"$44,520 ",0%,United States,Chicago,
Production,E02441,Christopher Delgado,NetworkArchitect,IT,Corporate,Male,Latino,33,6/24/2022,"$84,317 ",0%,Brazil,Rio de Janeiro,
Production,E02442,Hannah Ng,Director,Sales,Manufacturing,Female,Asian,36,5/14/2015,"$151,055 ",19%,United States,Columbus,
Production,E02443,Austin Ngo,NetworkArchitect,IT,Research & Development,Male,Asian,43,3/27/2020,"$62,492 ",0%,United States,Columbus,
Production,E02444,Gianna Han,HRISAnalyst,Human Resources,Research & Development,Female,Asian,51,2/27/2011,"$72,589 ",0%,United States,Austin,
Production,E02445,Isaac Choi,OperationsEngineer,Engineering,Corporate,Male,Asian,27,1/21/2021,"$82,286 ",0%,United States,Chicago,11/02/2022
Production,E02446,Madeline Smith,CloudInfrastructureArchitect,IT,Research & Development,Female,Caucasian,55,11/23/2011,"$66,660 ",0%,United States,Phoenix,11/16/2017
Production,E02447,Ellie Fernandez,QualityEngineer,Engineering,Specialty Products,Female,Latino,62,8/18/2009,"$86,805 ",0%,United States,Austin,
Production,E02448,Lyla Lai,Manager,Human Resources,Specialty Products,Female,Asian,46,08/11/2004,"$125,878 ",10%,United States,Austin,1/29/2009
Production,E02449,Emily Moore,Analyst,Accounting,Research & Development,Female,Black,47,11/08/2009,"$50,290 ",0%,United States,Columbus,
Production,E02450,Aubrey Moreno,ComputerSystemsManager,IT,Research & Development,Female,Latino,57,6/30/2000,"$97,083 ",6%,United States,Austin,11/26/2008
Production,E02451,Nova Xiong,NetworkAdministrator,IT,Corporate,Female,Asian,49,04/10/2019,"$93,306 ",0%,China,Beijing,
Production,E02452,Eva Lam,FieldEngineer,Engineering,Manufacturing,Female,Asian,42,03/08/2022,"$73,404 ",0%,United States,Austin,
Production,E02453,Caroline Chau,ITSystemsArchitect,IT,Specialty Products,Female,Asian,55,12/07/2022,"$91,179 ",0%,United States,Columbus,02/01/2023
Production,E02454,Sofia Chen,Manager,Finance,Specialty Products,Female,Asian,46,8/27/2006,"$108,003 ",5%,China,Chengdu,
Production,E02455,Christopher Sharma,SystemAdministrator ,IT,Corporate,Male,Asian,45,4/16/2004,"$81,384 ",0%,China,Beijing,
Production,E02456,Lucas Grant,Sr.BusinessPartner,Human Resources,Manufacturing,Male,Caucasian,53,3/28/2012,"$97,218 ",0%,United States,Austin,
Production,E02457,Delilah Washington,Analyst,Sales,Research & Development,Female,Caucasian,46,9/17/2006,"$42,944 ",0%,United States,Miami,
Production,E02458,Eloise Molina,Analyst,Finance,Research & Development,Female,Latino,48,1/18/2015,"$43,980 ",0%,United States,Columbus,
Production,E02459,Clara Desai,Manager,Marketing,Corporate,Female,Asian,33,11/20/2014,"$109,533 ",5%,China,Chengdu,
Production,E02460,Audrey Campbell,VicePresident,Accounting,Research & Development,Female,Caucasian,56,7/30/2008,"$226,952 ",39%,United States,Miami,
Production,E02461,Delilah Alvarez,SystemAdministrator ,IT,Manufacturing,Female,Latino,59,11/27/2007,"$71,580 ",0%,United States,Seattle,
Production,E02462,Luke Luna,AnalystII,Finance,Manufacturing,Male,Latino,55,11/16/2012,"$66,172 ",0%,Brazil,Manaus,
Production,E02463,Elizabeth Tan,VicePresident,Marketing,Research & Development,Female,Asian,46,7/27/2018,"$237,489 ",30%,United States,Chicago,
Production,E02464,Sophia Wang,Analyst,Marketing,Specialty Products,Female,Asian,50,5/20/2000,"$48,733 ",0%,United States,Seattle,
Production,E02465,Nova Park,Analyst,Sales,Corporate,Female,Asian,29,7/23/2017,"$48,563 ",0%,China,Shanghai,
Production,E02466,Josiah Khan,CloudInfrastructureArchitect,IT,Manufacturing,Male,Asian,57,10/26/2004,"$86,592 ",0%,China,Chongqing,
Production,E02467,Madison Gray,VicePresident,Finance,Research & Development,Female,Caucasian,39,8/29/2011,"$189,823 ",38%,United States,Columbus,
Production,E02468,Luca Washington,EnterpriseArchitect,IT,Corporate,Male,Black,40,6/27/2022,"$65,075 ",0%,United States,Phoenix,
Production,E02469,Isaac Cruz,VicePresident,Human Resources,Specialty Products,Male,Latino,33,05/09/2018,"$187,917 ",35%,United States,Chicago,
Production,E02470,Ellie Ortega,Analyst,Sales,Specialty Products,Female,Latino,49,10/20/2020,"$42,242 ",0%,Brazil,Sao Paulo,
Production,E02471,Ian Huang,Analyst,Sales,Research & Development,Male,Asian,54,02/07/1998,"$53,931 ",0%,United States,Columbus,
Production,E02472,Jayden Ahmed,Sr.Manager,IT,Corporate,Male,Asian,51,3/28/2006,"$140,668 ",12%,China,Chengdu,
Production,E02473,Violet Simmons,Analyst,Marketing,Research & Development,Female,Caucasian,33,10/23/2017,"$53,948 ",0%,United States,Phoenix,
Production,E02474,William Roberts,Director,IT,Research & Development,Male,Caucasian,34,04/12/2017,"$174,257 ",30%,United States,Miami,
Production,E02475,Penelope Sandoval,Sr.Manager,Sales,Corporate,Female,Latino,28,12/18/2019,"$132,209 ",14%,Brazil,Rio de Janeiro,
Production,E02476,Emilia Ortiz,VicePresident,Marketing,Research & Development,Female,Latino,34,7/16/2017,"$208,883 ",38%,United States,Miami,
Production,E02477,Layla Gutierrez,ComputerSystemsManager,IT,Specialty Products,Female,Latino,39,05/05/2022,"$65,957 ",5%,Brazil,Rio de Janeiro,
Production,E02478,Dylan Vu,Manager,Human Resources,Specialty Products,Male,Asian,63,7/22/2004,"$106,481 ",5%,China,Beijing,
Production,E02479,Peyton Wong,VicePresident,Accounting,Manufacturing,Female,Asian,35,08/05/2020,"$218,127 ",37%,United States,Chicago,
Production,E02480,Santiago f Banks,Sr.Manager,IT,Specialty Products,Male,Caucasian,44,8/16/2019,"$151,481 ",11%,United States,Chicago,
Production,E02481,Caroline Wong,Analyst,Sales,Research & Development,Female,Asian,37,03/08/2017,"$40,508 ",0%,China,Beijing,
Production,E02482,Quinn Ho,VicePresident,Accounting,Research & Development,Female,Asian,45,7/20/2002,"$200,481 ",30%,United States,Columbus,
Production,E02483,Caroline Nunez,VicePresident,Finance,Manufacturing,Female,Latino,65,12/20/2002,"$224,872 ",39%,Brazil,Sao Paulo,
Production,E02484,Carson Brown,Sr.Manager,Human Resources,Research & Development,Male,Black,65,11/05/2007,"$149,474 ",14%,United States,Phoenix,
Production,E02485,Olivia Maldonado,TestEngineer,Engineering,Research & Development,Female,Latino,63,2/18/2002,"$86,820 ",0%,United States,Chicago,
Production,E02486,Emilia Chung,Director,Finance,Manufacturing,Female,Asian,55,11/08/1994,"$184,078 ",28%,China,Shanghai,
Production,E02487,Leilani Shin,Analyst,Accounting,Corporate,Female,Asian,58,12/18/2013,"$55,174 ",0%,United States,Austin,
Production,E02488,Abigail Zhu,Director,Finance,Corporate,Female,Asian,31,1/17/2022,"$152,474 ",27%,United States,Austin,
Production,E02489,Autumn Xiong,NetworkAdministrator,IT,Specialty Products,Female,Asian,28,2/13/2020,"$75,172 ",0%,China,Shanghai,
Production,E02490,Hailey Cruz,BusinessPartner,Human Resources,Manufacturing,Female,Latino,50,08/10/2008,"$56,002 ",0%,United States,Austin,
Production,E02491,Piper Cruz,Director,Sales,Research & Development,Female,Latino,61,4/13/2013,"$195,636 ",21%,Brazil,Rio de Janeiro,
Production,E02492,Jaxson Jackson,EnterpriseArchitect,IT,Specialty Products,Male,Caucasian,53,03/01/1997,"$63,165 ",0%,United States,Seattle,
Production,E02493,Serenity Mehta,Analyst,Sales,Research & Development,Female,Asian,51,7/21/1998,"$57,277 ",0%,China,Shanghai,
Production,E02494,Peyton Gomez,Analyst,Finance,Specialty Products,Female,Latino,56,1/14/2020,"$42,950 ",0%,Brazil,Rio de Janeiro,
Production,E02495,Ethan Vargas,Director,IT,Research & Development,Male,Latino,38,10/09/2018,"$168,410 ",30%,United States,Chicago,
Production,E02496,Serenity Morris,Manager,IT,Corporate,Female,Caucasian,41,04/12/2008,"$114,588 ",5%,United States,Miami,
Production,E02497,Vivian Chan,Sr.Analyst,Sales,Specialty Products,Female,Asian,61,05/12/1997,"$72,546 ",0%,China,Beijing,3/29/2021
Production,E02498,Lincoln Singh,Analyst,Sales,Corporate,Male,Asian,33,01/09/2021,"$55,397 ",0%,China,Shanghai,
Production,E02499,Ayla Lim,Director,Marketing,Corporate,Female,Asian,41,09/05/2021,"$192,266 ",23%,China,Chengdu,
Production,E02500,Leilani Hong,SystemAdministrator ,IT,Manufacturing,Female,Asian,36,12/20/2013,"$79,876 ",0%,United States,Seattle,02/02/2023
Production,E02501,Victoria Doan,Manager,Sales,Corporate,Female,Asian,42,03/06/2018,"$112,593 ",5%,United States,Seattle,
Production,E02502,Naomi Wright,SystemAdministrator ,IT,Manufacturing,Female,Caucasian,36,11/03/2016,"$99,249 ",0%,United States,Miami,
Production,E02503,Scarlett Howard,Manager,Finance,Manufacturing,Female,Caucasian,55,08/12/2012,"$117,421 ",5%,United States,Austin,8/28/2017
Production,E02504,Victoria Vo,FieldEngineer,Engineering,Corporate,Female,Asian,44,12/18/2017,"$82,241 ",0%,China,Shanghai,
Production,E02505,Oliver Fernandez,Manager,Marketing,Research & Development,Male,Latino,31,5/15/2022,"$125,664 ",5%,Brazil,Manaus,
Production,E02506,Luca Jiang,AccountRepresentative,Sales,Research & Development,Male,Asian,47,09/08/2013,"$57,386 ",0%,China,Beijing,
Production,E02507,Charlotte Owens,VicePresident,Engineering,Corporate,Female,Black,59,05/11/2001,"$196,740 ",31%,United States,Miami,
Production,E02508,Stella Tan,Director,Human Resources,Specialty Products,Female,Asian,48,8/22/2009,"$168,202 ",22%,China,Chengdu,
Production,E02509,Ellie Yoon,VicePresident,Human Resources,Specialty Products,Female,Asian,44,07/11/2006,"$242,004 ",38%,China,Chongqing,
Production,E02510,Ella Do,AccountRepresentative,Sales,Manufacturing,Female,Asian,52,2/28/1998,"$57,433 ",0%,China,Shanghai,
Production,E02511,Lucas Cruz,Sr.Analyst,Accounting,Specialty Products,Male,Latino,54,07/11/2009,"$74,656 ",0%,United States,Seattle,
Production,E02512,Sarah Mehta,HRISAnalyst,Human Resources,Research & Development,Female,Asian,31,8/23/2016,"$62,848 ",0%,China,Chengdu,
Production,E02513,Anthony Phan,EnterpriseArchitect,IT,Research & Development,Male,Asian,39,04/11/2011,"$92,523 ",0%,United States,Miami,
Production,E02514,David Chu,Sr.Manager,IT,Specialty Products,Male,Asian,40,12/16/2012,"$142,844 ",11%,United States,Miami,
Production,E02515,Sebastian Sanders,Manager,Sales,Corporate,Male,Caucasian,39,1/23/2009,"$100,718 ",5%,United States,Austin,
Production,E02516,Jayden Phillips,Director,IT,Research & Development,Male,Caucasian,25,10/13/2022,"$154,186 ",26%,United States,Austin,
Production,E02517,Caleb Chan,OperationsEngineer,Engineering,Research & Development,Male,Asian,48,6/24/2003,"$107,586 ",0%,China,Shanghai,
Production,E02518,Ariana Santiago,NetworkArchitect,IT,Research & Development,Female,Latino,54,10/28/2003,"$88,906 ",0%,United States,Phoenix,
Production,E02519,Quinn Owens,FieldEngineer,Engineering,Manufacturing,Female,Caucasian,40,05/09/2018,"$74,329 ",0%,United States,Chicago,
Production,E02520,Eli James,NetworkEngineer,IT,Manufacturing,Male,Caucasian,32,4/15/2021,"$86,523 ",0%,United States,Columbus,11/07/2021
Production,E02521,Ezra Aguilar,VicePresident,IT,Manufacturing,Male,Latino,60,11/05/2014,"$239,868 ",40%,United States,Miami,
Production,E02522,Anna Castro,AnalystII,Finance,Specialty Products,Female,Latino,29,5/21/2018,"$65,010 ",0%,United States,Seattle,
Production,E02523,Liliana Lewis,NetworkAdministrator,IT,Corporate,Female,Caucasian,25,2/23/2021,"$82,140 ",0%,United States,Miami,
Production,E02524,Maverick Alvarado,SolutionsArchitect,IT,Manufacturing,Male,Latino,34,06/11/2016,"$75,511 ",0%,Brazil,Manaus,
Production,E02525,Nora Butler,VicePresident,IT,Research & Development,Female,Black,26,05/06/2022,"$188,880 ",36%,United States,Phoenix,
Production,E02526,Landon Rodriguez,Sr.AccountRepresentative,Sales,Manufacturing,Male,Latino,39,11/19/2017,"$87,155 ",0%,United States,Chicago,
Production,E02527,Grace Harris,EnterpriseArchitect,IT,Research & Development,Female,Caucasian,34,10/28/2018,"$75,518 ",0%,United States,Seattle,
Production,E02528,Jeremiah Medina,Sr.Manager,IT,Research & Development,Male,Latino,54,9/28/1997,"$129,311 ",13%,Brazil,Manaus,
Production,E02529,Charles Bryant,Analyst,Sales,Manufacturing,Male,Caucasian,27,07/12/2022,"$56,919 ",0%,United States,Miami,01/10/2023
Production,E02530,Elizabeth Dixon,Sr.Manager,Finance,Manufacturing,Female,Caucasian,26,11/15/2020,"$153,832 ",14%,United States,Phoenix,
Production,E02531,Riley Phillips,VicePresident,Engineering,Specialty Products,Female,Caucasian,26,08/05/2022,"$211,121 ",35%,United States,Phoenix,
Production,E02532,Gianna Cruz,Manager,Sales,Corporate,Female,Latino,29,07/02/2019,"$106,456 ",10%,United States,Columbus,
Production,E02533,Lincoln Cruz,NetworkArchitect,IT,Corporate,Male,Latino,64,7/15/1997,"$72,772 ",0%,Brazil,Manaus,
Production,E02534,Ezekiel Contreras,Sr.Manager,Accounting,Research & Development,Male,Latino,45,08/10/2001,"$143,146 ",14%,United States,Chicago,
Production,E02535,Amelia Do,AnalystII,Marketing,Manufacturing,Female,Asian,45,12/24/2018,"$74,776 ",0%,United States,Seattle,
Production,E02536,Anthony Perez,Sr.AccountRepresentative,Sales,Specialty Products,Male,Latino,51,9/13/2021,"$92,305 ",0%,United States,Chicago,
Production,E02537,Elias Maldonado,ITSystemsArchitect,IT,Manufacturing,Male,Latino,56,04/01/2005,"$94,724 ",0%,United States,Chicago,
Production,E02538,Liam Luong,TechnicalArchitect,IT,Specialty Products,Male,Asian,58,11/13/1995,"$88,019 ",0%,United States,Austin,
Production,E02539,Jordan Ford,Manager,Human Resources,Corporate,Male,Black,43,9/19/2016,"$108,000 ",10%,United States,Columbus,
Production,E02540,Mateo Chung,NetworkArchitect,IT,Corporate,Male,Asian,52,7/27/2018,"$81,438 ",0%,China,Beijing,
Production,E02541,Jameson Vang,ComputerSystemsManager,IT,Corporate,Male,Asian,41,5/23/2018,"$95,669 ",10%,China,Shanghai,06/09/2021
Production,E02542,Samuel Thomas,VicePresident,Accounting,Specialty Products,Male,Caucasian,43,2/15/2016,"$180,385 ",33%,United States,Columbus,
Production,E02543,Gabriel Rodriguez,ITCoordinator,IT,Research & Development,Male,Latino,36,1/30/2016,"$45,184 ",0%,Brazil,Sao Paulo,
Production,E02544,Wyatt Robinson,DevelopmentEngineer,Engineering,Research & Development,Male,Caucasian,55,08/08/2007,"$70,451 ",0%,United States,Seattle,
Production,E02545,Anna Huynh,TechnicalArchitect,IT,Specialty Products,Female,Asian,39,04/05/2009,"$63,259 ",0%,United States,Chicago,
Production,E02546,Lucy Simmons,AnalystII,Accounting,Corporate,Female,Caucasian,56,03/01/2001,"$73,778 ",0%,United States,Miami,
Production,E02547,Austin Ng,Sr.Manager,Sales,Research & Development,Male,Asian,45,03/03/2009,"$126,697 ",13%,China,Beijing,
Production,E02548,Madeline Cruz,SystemAdministrator ,IT,Specialty Products,Female,Latino,63,5/19/2008,"$75,396 ",0%,Brazil,Rio de Janeiro,
Production,E02549,Layla Munoz,Director,Human Resources,Corporate,Female,Latino,39,9/24/2014,"$182,595 ",29%,Brazil,Rio de Janeiro,9/14/2017
Production,E02550,Alexander Tang,Analyst,Finance,Corporate,Male,Asian,32,1/29/2015,"$45,424 ",0%,United States,Austin,
Production,E02551,Carson Chen,AnalystII,Finance,Manufacturing,Male,Asian,45,12/03/2012,"$70,661 ",0%,China,Chongqing,
Production,E02552,Kai Duong,ITCoordinator,IT,Research & Development,Male,Asian,41,11/16/2018,"$57,166 ",0%,China,Shanghai,
Production,E02553,Ayla Cooper,OperationsEngineer,Engineering,Corporate,Female,Caucasian,56,2/15/2017,"$101,637 ",0%,United States,Chicago,12/26/2019
Production,E02554,Eliza Espinoza,Manager,Marketing,Specialty Products,Female,Latino,30,12/28/2017,"$103,646 ",7%,United States,Phoenix,
Production,E02555,Axel King,AutomationEngineer,Engineering,Manufacturing,Male,Caucasian,46,2/21/2010,"$100,757 ",0%,United States,Chicago,
Production,E02556,Alexander Carter,NetworkAdministrator,IT,Specialty Products,Male,Caucasian,47,10/04/2008,"$60,963 ",0%,United States,Seattle,
Production,E02557,Robert Rogers,VicePresident,Engineering,Manufacturing,Male,Caucasian,53,8/26/2011,"$258,734 ",34%,United States,Seattle,
Production,E02558,Anthony Gupta,CloudInfrastructureArchitect,IT,Specialty Products,Male,Asian,38,9/23/2021,"$70,612 ",0%,China,Chongqing,
Production,E02559,Jackson Gupta,ServiceDeskAnalyst,IT,Research & Development,Male,Asian,65,6/27/1993,"$77,065 ",0%,United States,Seattle,
Production,E02560,Sophia Rodriguez,DevelopmentEngineer,Engineering,Specialty Products,Female,Latino,58,10/31/2007,"$96,256 ",0%,United States,Chicago,
Production,E02561,Cora Patel,AnalystII,Accounting,Manufacturing,Female,Asian,36,5/13/2011,"$65,794 ",0%,United States,Austin,
Production,E02562,Piper Hsu,Analyst,Accounting,Research & Development,Female,Asian,45,8/23/2015,"$48,491 ",0%,United States,Austin,10/08/2015
Production,E02563,Hunter Marquez,OperationsEngineer,Engineering,Research & Development,Male,Latino,34,08/07/2019,"$83,220 ",0%,United States,Chicago,
Production,E02564,Addison Li,HRISAnalyst,Human Resources,Research & Development,Female,Asian,37,03/04/2010,"$61,680 ",0%,China,Beijing,06/04/2015
Production,E02565,Carson Hoang,Sr.Analyst,Sales,Manufacturing,Male,Asian,43,10/09/2021,"$72,482 ",0%,United States,Chicago,
Production,E02566,Julian Fernandez,DevelopmentEngineer,Engineering,Research & Development,Male,Latino,27,02/07/2022,"$81,713 ",0%,Brazil,Rio de Janeiro,
Production,E02567,Caleb Rojas,AnalystII,Sales,Manufacturing,Male,Latino,38,12/04/2021,"$68,281 ",0%,United States,Miami,03/09/2022
Production,E02568,Elizabeth Griffin,CloudInfrastructureArchitect,IT,Corporate,Female,Caucasian,60,09/10/1993,"$63,979 ",0%,United States,Miami,
Production,E02569,Nolan Han,BusinessPartner,Human Resources,Corporate,Male,Asian,29,11/19/2017,"$53,090 ",0%,United States,Miami,
Production,E02570,Cameron Romero,Manager,Sales,Specialty Products,Male,Latino,49,9/15/1997,"$108,325 ",10%,Brazil,Manaus,
Production,E02571,Angel Patterson,Sr.Analyst,Marketing,Corporate,Male,Black,45,01/07/2018,"$98,289 ",0%,United States,Columbus,
Production,E02572,Ryan Foster,ITCoordinator,IT,Specialty Products,Male,Caucasian,44,2/22/2004,"$41,275 ",0%,United States,Austin,6/14/2007
Production,E02573,Leonardo Patterson,Sr.Analyst,Finance,Specialty Products,Male,Caucasian,46,02/06/2012,"$93,642 ",0%,United States,Columbus,
Production,E02574,William Song,Director,Human Resources,Research & Development,Male,Asian,36,10/25/2010,"$162,957 ",18%,China,Chongqing,
Production,E02575,Axel Aguilar,Sr.Analyst,Accounting,Manufacturing,Male,Latino,45,04/10/2022,"$96,029 ",0%,Brazil,Rio de Janeiro,
Production,E02576,Liam Valdez,VicePresident,Human Resources,Research & Development,Male,Latino,55,03/01/1999,"$227,148 ",33%,Brazil,Sao Paulo,
Production,E02577,Hudson Washington,CloudInfrastructureArchitect,IT,Specialty Products,Male,Caucasian,43,9/17/2008,"$76,819 ",0%,United States,Phoenix,10/20/2022
Production,E02578,Owen Han,AnalystII,Sales,Specialty Products,Male,Asian,30,09/01/2022,"$66,892 ",0%,United States,Seattle,
Production,E02579,Harper Washington,VicePresident,Marketing,Manufacturing,Female,Caucasian,48,6/24/1999,"$256,084 ",34%,United States,Columbus,
Production,E02580,Brooklyn Parker,Sr.Analyst,Marketing,Specialty Products,Female,Black,60,3/19/2005,"$85,669 ",0%,United States,Phoenix,
Production,E02581,Hudson Oh,ITCoordinator,IT,Research & Development,Male,Asian,30,09/09/2021,"$44,454 ",0%,China,Beijing,
Production,E02582,Maverick Howard,ITCoordinator,IT,Specialty Products,Male,Caucasian,25,4/13/2021,"$54,353 ",0%,United States,Chicago,
Production,E02583,Alexander Dominguez,AnalystII,Sales,Specialty Products,Male,Latino,58,11/27/2014,"$58,867 ",0%,Brazil,Rio de Janeiro,
Production,E02584,Jack Garcia,Manager,Human Resources,Corporate,Male,Latino,37,3/21/2022,"$123,918 ",8%,Brazil,Rio de Janeiro,
Production,E02585,Aiden Hu,ITCoordinator,IT,Research & Development,Male,Asian,44,05/07/2010,"$56,680 ",0%,United States,Chicago,
Production,E02586,Cora Espinoza,BusinessPartner,Human Resources,Research & Development,Female,Latino,53,10/09/2019,"$55,206 ",0%,United States,Miami,
Production,E02587,Naomi Moua,Director,Sales,Specialty Products,Female,Asian,58,1/13/2010,"$150,633 ",19%,United States,Phoenix,
Production,E02588,Liam Baker,NetworkAdministrator,IT,Specialty Products,Male,Caucasian,65,1/26/2020,"$97,379 ",0%,United States,Seattle,
Production,E02589,Christian Liu,Director,Accounting,Research & Development,Male,Asian,57,3/29/2000,"$178,447 ",22%,China,Chengdu,
Production,E02590,Aaron Munoz,NetworkAdministrator,IT,Manufacturing,Male,Latino,31,6/13/2021,"$60,827 ",0%,United States,Phoenix,
